angle_id	layer	target	breaks	observed
H6	clauses.json	T01	True	Guard is the effect observed_read, so no proposal route -- but the failed-call route closes the session: SessionStart writes <state>/observed.json; `PostToolUse Read {file_path: that path}` with tool_response={'error':'E
H6	clauses.json	T02	False	no counterpart: T02's guard is remote_landed, an effect Keel measures itself at the Stop event (`_effect_record(..., 'stop')` -> effects.at_stop), not a tool call at all. There is no call, proposed or executed, that pays
H6	clauses.json	U01	False	Guard is the stdout-derived effect report_pass; `_matches_a_tool_enum` = False and the guard class is 'effect'. No PreToolUse event carries a record, so the control run leaves U01 open ('still_open': True) and Stop block
H6	clauses.json	U02	False	Guard is the effect report_after_change (stdout-derived, per-target key). No tool_name branch; the control run shows the demand raised and still open at Stop after every PreToolUse event in the session.
H6	clauses.json	U03	True	Guard is any_of[report_pids, observed_read] -- no tool_name branch, so no proposal route, but the observed_read branch takes the failed call: after `PostToolUse Bash kill 123` raised U03 (open=['U03','U09']), a `PostTool
H6	clauses.json	U06	False	Guard is the effect net_read, measured from the world/stdout around an executed Bash act. No tool_name branch; control run leaves U06 open at Stop. No proposal route.
H6	clauses.json	U08	False	Guard is the stdout-derived effect report_signature. No tool_name branch, no PreToolUse route; the control run shows the demand raised and still open at Stop.
H6	clauses.json	U09	True	Same as U03: the any_of[report_ref, observed_read] guard has no tool_name branch, but the observed_read branch is paid by the errored `PostToolUse Read` of Keel's observed.json -- U09 moved from open to discharged in the
H6	clauses.json	U10	True	Guard branch ^Read$, with a keyed subject. A proposal of the WRONG key does not pay (h6.py: Read of /nonexistent/zzz.txt leaves U10 open) -- but a proposal of the right one does: after `PostToolUse Bash jq .x data.json` 
H6	clauses.json	U12	True	Order matters and both orders are covered. Occasion first: `PostToolUse Bash sed -i s/a/b/ a.py` (files_changed) -> open=['U12','U13','U19']; then `PreToolUse Read {file_path:'/nonexistent/zzz.txt'}` and `PreToolUse Grep
H6	clauses.json	U13	True	Discharged in the same run as U12 by the never-executed `PreToolUse Read` of a nonexistent path: ledger went open=['U12','U13','U19'] -> discharged=['U12','U13','U19']. U13's guard is any_of[^Read$, report_paths]; the ^R
H6	clauses.json	U19	True	Discharged in the same run as U12/U13 by proposals alone (Read of a nonexistent path, Grep). U19's guard is any_of[^Grep$, ^Read$, report_paths]; two of the three branches are tool-enum and both are readable at PreToolUs
H6	clauses.json	U20	False	Guard is any_of[report_pass, report_fail] -- both stdout-derived effects, no tool_name branch (`guard class=effect`). The control run raises U20 on files_removed and it is still open at Stop after every PreToolUse in the
H6	clauses.json	U24	False	Guard is the stdout-derived effect report_nowarn; no tool_name branch. Control run: demand raised on net_out and still open at Stop. No proposal route.
H6	clauses.json	U25	False	Guard is the stdout-derived effect report_fail; no tool_name branch. Control run: demand raised on report_clean and still open at Stop after all PreToolUse events.
H6	plugin/keel/effects.py	the observer that builds a Read's record	True	`effects.read_delta` and `effects._artifact_read` contain zero occurrences of 'tool_response' (checked with inspect.getsource): the record is built from the path in tool_input and from Keel's own file on disk, never from
H6	plugin/keel/clauses.py (loader law)	the admissibility laws over guards	True	No law distinguishes a proposed call from an executed one -- of ('executed','proposal','permission','PermissionDenied','PostToolUseFailure','succeeded') only the word 'permission' occurs in clauses.py, and only inside `m
H6	plugin/keel/dispatch.py	pre_tool_use and HANDLERS	True	`pre_tool_use` runs `if cl.event not in ('Stop','SubagentStop') and C.discharges(cl, event): ledger.discharge(...)` on the PreToolUse event itself -- before the permission pipeline. HANDLERS has exactly eight rows (PreTo
H6	proofs/	Coverings.v / Clauses.v	True	The proof layer cannot see the distinction and does not try. `Event` in Coverings.v is an opaque Variable with two opaque predicates isX/isL, so an event that merely proposes an act and one that performed it are the same
H6	tests/	the suite	True	1 failed, 245 passed (the failure unrelated: test_effects.py::test_a_printed_path_is_one_the_snapshot_holds). Every 'denied'/'permission' hit is about reading Keel's OWN deny envelope (test_bidirectional_chain.py:98-100,
H6	eval/corpus	the 26 recorded sessions	True	The corpus is built entirely out of successful, paired calls: PreToolUse Read = 38 and PostToolUse Read = 38 across 257 events, and `grep -c '"error"|is_error|success": false'` matches ZERO lines in any corpus file. So n
H7	clauses.json	A01	True	A01's occasion is declared as 'Any act is about to run in a session where nothing has observed the worktree', but its `tools` is ['Bash'] and hooks.json's PreToolUse matcher is 'Agent|AskUserQuestion|Bash|ExitPlanMode|Gl
H7	clauses.json	A02	True	Same as A01: fingerprint {kind: always} restricted to tools ['Bash']. The four write-tool PreToolUse events returned ALLOW {} with no demand raised, so a session can rewrite and delete file content through Edit/Write wit
H7	clauses.json	A03	True	Same shape: tools ['Bash'] only. The write-tool events raised nothing (demands=[]). A03's stated occasion ('any act, before the first observation of the remote') is silent on the write surface.
H7	clauses.json	C03-verify-what-returns	False	no counterpart: the occasion is the Stop event (tools ['*']), which no tool surface can spell differently -- Stop fires from the host regardless of which tools ran. Confirmed: after four write-tool acts the Stop handler 
H7	clauses.json	C08-check-can-fail	False	no counterpart: the occasion is Stop and the guard is a checker's own stdout (report_fail). A file-write tool produces no command and no stdout, so there is no write-surface spelling of 'a checker ran'. Executed: the fou
H7	clauses.json	C09-checker-excludes-self	False	no counterpart: the occasion is report_self, derived from a command's stdout. `effects.read_delta` on a Write event returns every channel False/[] and `delta` is never called for a non-Bash tool, so no write-tool act can
H7	clauses.json	D01	False	no counterpart: the occasion is the host tools Agent|Task, which have no write-tool spelling -- dispatching a subagent is not something Edit or Write can do. (The dual risk, a write tool paying the Read|Glob|Grep guard, 
H7	clauses.json	P01	False	no counterpart: the occasion is ^ExitPlanMode$, a host tool with no write-surface equivalent. The four write-tool events raised and discharged nothing.
H7	clauses.json	P02	False	no counterpart: occasion ^ExitPlanMode$, guard ^AskUserQuestion$ -- both host tools with no write-tool spelling. Confirmed silent across all four write events.
H7	clauses.json	T01	False	no counterpart: the occasion is Stop. Notably T01 is the ONLY thing that fires in a write-tool-only session -- after four write acts, and after a real Edit-spelled file rewrite, Stop blocked on exactly [T01] ('ending wit
H7	clauses.json	T02	False	no counterpart: the occasion is Stop and the guard is remote_landed, measured by Keel at the Stop event. No tool surface, write or otherwise, is involved.
H7	clauses.json	U01	False	no counterpart: the occasion is pids_spawned -- a process-table delta a file-write tool cannot produce. Executed: PostToolUse Write/Edit/MultiEdit/NotebookEdit carry no keel_effect at all, so the channel is not merely Fa
H7	clauses.json	U02	False	no counterpart: the occasion is pids_spawned_again, a process-table effect with no file-write spelling; the write events produced no record.
H7	clauses.json	U03	False	no counterpart: the occasion is pids_gone -- ending a process is not something Write/Edit/MultiEdit/NotebookEdit can do.
H7	clauses.json	U06	False	no counterpart: the occasion is net_out. A host write tool opens no socket; the corresponding host surfaces that do (WebFetch, WebSearch) are a different axis than the write tools this angle names.
H7	clauses.json	U08	False	no counterpart: the occasion is commit_signed, which requires running git (and a key). A file write cannot create a signed commit object with a valid signature.
H7	clauses.json	U09	True	HEAD is a file, so a HEAD switch has a write-tool spelling. Executed in a real git repo (main + other): `PreToolUse Write {file_path: <repo>/.git/HEAD, content:'ref: refs/heads/other\n'}` then the write then `PostToolUse
H7	clauses.json	U10	False	no counterpart on the occasion side: report_null is stdout-derived, and a write tool prints nothing. (The guard side is already handled deliberately -- tests/test_subject_across_surfaces.py::test_TEETH_writing_the_file_i
H7	clauses.json	U12	True	The same rewrite, two spellings, measured side by side on the same file. Bash: `PreToolUse Bash` (snapshot), the real `sed -i s/original/rewritten/ t.txt`, `PostToolUse Bash` -> demands ['A01','A02','A03','U08','U09','U1
H7	clauses.json	U13	True	Identical to U12 in the same paired run: the Bash spelling raised U13 (demands include U13 in both the injected-record run and the live sed run); the Edit spelling of the same rewrite produced no PreToolUse snapshot, no 
H7	clauses.json	U19	True	Identical to U12/U13: raised by the Bash rewrite (demands include U19), absent for the Edit rewrite of the same file to the same content. An in-place rewrite is exactly what Edit and MultiEdit are for.
H7	clauses.json	U20	True	U20 was raised by the live Bash rewrite (demands ['A01','A02','A03','U08','U09','U12','U13','U19','U20']) because the observer could not measure the tree; the equivalent destruction through a write tool raises nothing --
H7	clauses.json	U24	False	no counterpart: the occasion is net_out (a publish). A file-write tool makes no outbound connection.
H7	clauses.json	U25	False	no counterpart: the occasion is report_clean, a scanner's stdout. A write tool runs no scanner and prints nothing; the write events carried no record.
H7	plugin/keel/effects.py	the observer	True	The observer has exactly two doors and neither is a write tool. `effects.delta` reads tool_input.command (confirmed by source inspection) so it only makes sense for Bash; `effects.read_delta` is for Read and, called on a
H7	plugin/keel/clauses.py (loader law)	the admissibility laws over occasions	True	CLAUSE-OCCASION-NOMINAL / CLAUSE-GUARD-NOMINAL enforce name-agnosticism on the PROGRAM axis (AGNOSTIC_CLASSES = always, tool-enum, effect, positive, composed) and nothing looks at the surface axis: the strings 'Edit', 'W
H7	plugin/keel/dispatch.py	_effect_record and the hook matchers	True	Two independent gates, both Bash-shaped. (1) hooks.json: PostToolUse matcher 'Bash|Read', PreToolUse matcher 'Agent|AskUserQuestion|Bash|ExitPlanMode|Glob|Grep|Read|Task'; a scan of the whole file for Write/Edit/MultiEdi
H7	proofs/	Coverings.v / Clauses.v	True	The theorems quantify over the wrong axis and the gate is green anyway. Coverings.v models an act as a Text scanned into Segments of Programs, so Theorems 3-5 (name_agnostic_cannot_separate_by_name, topology_is_name_agno
H7	tests/	the suite	True	`grep -rn 'Edit' tests/ --include=*.py` returns NOTHING -- not one test in the suite mentions Edit, MultiEdit or NotebookEdit. The single Write occurrence is tests/test_subject_across_surfaces.py:113, and it tests the gu
